date,campaign_id,campaign_name,campaign_type,channel,region,impressions,clicks,conversions,spend,revenue,day_of_week,month,quarter,year,ctr,conversion_rate,cpc,cpa,roas
07/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,790279,33674,2072,28224.26,2998529.89,Wednesday,August,Q3,2024,4.26,6.15,0.84,13.62,106.24
08/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,782588,33021,2012,27949.61,6812011.88,Thursday,August,Q3,2024,4.22,6.09,0.85,13.89,243.72
09/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,788236,33500,2056,28151.29,1925265.3,Friday,August,Q3,2024,4.25,6.14,0.84,13.69,68.39
10/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,859539,36213,2203,27907.14,8399521.65,Saturday,August,Q3,2024,4.21,6.08,0.77,12.67,300.98
11/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,1027213,51720,3761,33351.1,12455030.83,Sunday,August,Q3,2024,5.03,7.27,0.64,8.87,373.45
12/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,953150,48984,3636,34041.1,9252817.34,Monday,August,Q3,2024,5.14,7.42,0.69,9.36,271.81
13/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,786961,33392,2046,28105.78,7295426.98,Tuesday,August,Q3,2024,4.24,6.13,0.84,13.74,259.57
14/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,765127,31564,1880,27326,3207382.36,Wednesday,August,Q3,2024,4.13,5.96,0.87,14.54,117.37
15/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,873940,41181,2802,31212.15,6667502.38,Thursday,August,Q3,2024,4.71,6.8,0.76,11.14,213.62
16/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,788507,33523,2058,28160.99,4590577.72,Friday,August,Q3,2024,4.25,6.14,0.84,13.68,163.01
17/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,976162,46707,3228,31693.58,10255383.61,Saturday,August,Q3,2024,4.78,6.91,0.68,9.82,323.58
18/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,936685,43006,2852,30411.85,6439796.64,Sunday,August,Q3,2024,4.59,6.63,0.71,10.66,211.75
19/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,708092,27034,1490,25289.02,4351966.31,Monday,August,Q3,2024,3.82,5.51,0.94,16.97,172.09
20/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,963750,50080,3758,34419.65,7918836.89,Tuesday,August,Q3,2024,5.2,7.5,0.69,9.16,230.07
21/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,984479,52257,4006,35159.97,9911200.69,Wednesday,August,Q3,2024,5.31,7.67,0.67,8.78,281.89
22/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,783452,33094,2019,27980.46,1542546.63,Thursday,August,Q3,2024,4.22,6.1,0.85,13.86,55.13
23/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,802238,34701,2168,28651.38,5184351.48,Friday,August,Q3,2024,4.33,6.25,0.83,13.22,180.95
24/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,944299,43708,2922,30659.08,5101744.57,Saturday,August,Q3,2024,4.63,6.69,0.7,10.49,166.4
25/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,948760,44122,2963,30803.92,10508093.39,Sunday,August,Q3,2024,4.65,6.72,0.7,10.4,341.13
26/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,889557,42666,2955,31769.92,9210690.22,Monday,August,Q3,2024,4.8,6.93,0.74,10.75,289.92
27/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,1002366,54173,4229,35798.82,4931170.82,Tuesday,August,Q3,2024,5.4,7.81,0.66,8.47,137.75
28/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,819828,36239,2313,29279.57,5872228.39,Wednesday,August,Q3,2024,4.42,6.38,0.81,12.66,200.56
29/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,767970,31799,1901,27427.52,5605148.63,Thursday,August,Q3,2024,4.14,5.98,0.86,14.43,204.36
30/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,719478,27910,1563,25695.66,4459895.76,Friday,August,Q3,2024,3.88,5.6,0.92,16.44,173.57
31/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,850952,35493,2138,27628.32,7541680.47,Saturday,August,Q3,2024,4.17,6.02,0.78,12.92,272.97
01/09/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,915014,41039,2658,29708.26,6844116.59,Sunday,September,Q3,2024,4.49,6.48,0.72,11.18,230.38
25/09/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,258718,9844,468,58211.7,624530.4,Wednesday,September,Q3,2024,3.8,4.75,5.91,124.38,10.73
26/09/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,170677,4284,134,38402.42,416566.54,Thursday,September,Q3,2024,2.51,3.13,8.96,286.59,10.85
27/09/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,198907,5818,212,44754.28,791939.02,Friday,September,Q3,2024,2.92,3.64,7.69,211.11,17.7
28/09/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,237201,6619,230,42696.3,266854.12,Saturday,September,Q3,2024,2.79,3.47,6.45,185.64,6.25
29/09/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,294546,10207,442,53018.44,1126899.06,Sunday,September,Q3,2024,3.47,4.33,5.19,119.95,21.25
30/09/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,286605,12080,636,64486.24,1624447.9,Monday,September,Q3,2024,4.21,5.26,5.34,101.39,25.19
01/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,238241,5962,186,53604.37,302875.37,Tuesday,October,Q4,2024,2.5,3.12,8.99,288.2,5.65
02/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,240450,6073,191,54101.29,652564.97,Wednesday,October,Q4,2024,2.53,3.15,8.91,283.25,12.06
03/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,322203,10905,461,72495.84,934369.64,Thursday,October,Q4,2024,3.38,4.23,6.65,157.26,12.89
04/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,302891,9637,383,68150.65,674491.58,Friday,October,Q4,2024,3.18,3.97,7.07,177.94,9.9
05/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,456232,17492,838,82121.87,1389973.78,Saturday,October,Q4,2024,3.83,4.79,4.69,98,16.93
06/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,372086,11635,454,66975.64,1470606.75,Sunday,October,Q4,2024,3.13,3.9,5.76,147.52,21.96
07/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,247388,6429,208,55662.32,343922.92,Monday,October,Q4,2024,2.6,3.24,8.66,267.61,6.18
08/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,298028,9330,365,67056.33,976517.49,Tuesday,October,Q4,2024,3.13,3.91,7.19,183.72,14.56
09/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,325644,11139,476,73269.99,1306374.14,Wednesday,October,Q4,2024,3.42,4.27,6.58,153.93,17.83
10/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,310279,10113,412,69812.96,768303.08,Thursday,October,Q4,2024,3.26,4.07,6.9,169.45,11.01
11/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,293583,9054,349,66056.23,956730.96,Friday,October,Q4,2024,3.08,3.85,7.3,189.27,14.48
12/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,404254,13733,583,72765.88,1433012.02,Saturday,October,Q4,2024,3.4,4.25,5.3,124.81,19.69
13/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,411093,14202,613,73996.75,1697252.67,Sunday,October,Q4,2024,3.45,4.32,5.21,120.71,22.94
14/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,340221,12159,543,76549.91,983378.09,Monday,October,Q4,2024,3.57,4.47,6.3,140.98,12.85
15/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,301122,9525,376,67752.66,928049.1,Tuesday,October,Q4,2024,3.16,3.95,7.11,180.19,13.7
16/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,257632,6972,235,57967.33,526068.95,Wednesday,October,Q4,2024,2.71,3.37,8.31,246.67,9.08
17/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,274362,7907,284,61731.54,733138.86,Thursday,October,Q4,2024,2.88,3.59,7.81,217.36,11.88
18/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,330858,11499,499,74443.1,1325832.62,Friday,October,Q4,2024,3.48,4.34,6.47,149.18,17.81
19/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,278739,6529,191,50173.18,424312.11,Saturday,October,Q4,2024,2.34,2.93,7.68,262.69,8.46
20/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,357743,10755,404,64393.8,1428005.04,Sunday,October,Q4,2024,3.01,3.76,5.99,159.39,22.18
21/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,245573,6335,204,55253.95,268299.48,Monday,October,Q4,2024,2.58,3.22,8.72,270.85,4.86
22/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,268073,7549,265,60316.58,473359.83,Tuesday,October,Q4,2024,2.82,3.51,7.99,227.61,7.85
23/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,334693,11767,517,75306.01,967146.62,Wednesday,October,Q4,2024,3.52,4.39,6.4,145.66,12.84
24/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,276728,8044,292,62263.91,441129.96,Thursday,October,Q4,2024,2.91,3.63,7.74,213.23,7.08
25/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,269016,7602,268,60528.78,733278.64,Friday,October,Q4,2024,2.83,3.53,7.96,225.85,12.11
26/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,242562,4944,125,43661.2,367747.29,Saturday,October,Q4,2024,2.04,2.53,8.83,349.29,8.42
27/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,382903,12321,495,68922.63,424094.99,Sunday,October,Q4,2024,3.22,4.02,5.59,139.24,6.15
28/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,300950,9514,375,67713.97,417948.24,Monday,October,Q4,2024,3.16,3.94,7.12,180.57,6.17
29/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,381860,15318,768,85918.66,2267697.57,Tuesday,October,Q4,2024,4.01,5.01,5.61,111.87,26.39
30/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,250134,6572,215,56280.2,449872.19,Wednesday,October,Q4,2024,2.63,3.27,8.56,261.77,7.99
31/10/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,278223,8131,297,62600.37,571780.32,Thursday,October,Q4,2024,2.92,3.65,7.7,210.78,9.13
01/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,279835,8226,302,62963,618446.69,Friday,November,Q4,2024,2.94,3.67,7.65,208.49,9.82
02/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,438290,16143,743,78892.34,1909350.14,Saturday,November,Q4,2024,3.68,4.6,4.89,106.18,24.2
03/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,326826,8976,308,58828.79,876586.89,Sunday,November,Q4,2024,2.75,3.43,6.55,191,14.9
04/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,281415,8319,307,63318.48,811017.38,Monday,November,Q4,2024,2.96,3.69,7.61,206.25,12.81
05/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,298947,9388,368,67263.13,1137608.12,Tuesday,November,Q4,2024,3.14,3.92,7.16,182.78,16.91
06/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,276489,8030,291,62210.06,601031.3,Wednesday,November,Q4,2024,2.9,3.62,7.75,213.78,9.66
07/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,242742,6189,197,54617.11,450971.86,Thursday,November,Q4,2024,2.55,3.18,8.82,277.24,8.26
08/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,276887,8053,292,62299.79,460079.31,Friday,November,Q4,2024,2.91,3.63,7.74,213.36,7.38
09/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,404718,13765,585,72849.33,1627625.8,Saturday,November,Q4,2024,3.4,4.25,5.29,124.53,22.34
10/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,264774,5891,163,47659.41,494474.49,Sunday,November,Q4,2024,2.22,2.77,8.09,292.39,10.38
11/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,273629,7865,282,61566.69,480601.53,Monday,November,Q4,2024,2.87,3.59,7.83,218.32,7.81
12/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,229219,5519,166,51574.3,469463.63,Tuesday,November,Q4,2024,2.41,3.01,9.34,310.69,9.1
13/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,330247,11457,496,74305.62,1009067.53,Wednesday,November,Q4,2024,3.47,4.33,6.49,149.81,13.58
14/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,185342,3608,87,41702.15,211670.68,Thursday,November,Q4,2024,1.95,2.41,11.56,479.34,5.08
15/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,236746,5887,183,53267.89,374224.75,Friday,November,Q4,2024,2.49,3.11,9.05,291.08,7.03
16/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,358312,10789,406,64496.22,1204808.26,Saturday,November,Q4,2024,3.01,3.76,5.98,158.86,18.68
17/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,437495,16085,739,78749.26,1396050,Sunday,November,Q4,2024,3.68,4.59,4.9,106.56,17.73
18/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,263036,7268,251,59183.17,726480.14,Monday,November,Q4,2024,2.76,3.45,8.14,235.79,12.28
19/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,236944,5897,183,53312.54,246497.54,Tuesday,November,Q4,2024,2.49,3.1,9.04,291.33,4.62
20/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,366822,14135,680,82535.08,1146113.74,Wednesday,November,Q4,2024,3.85,4.81,5.84,121.38,13.89
21/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,189350,3766,93,42603.8,215976.86,Thursday,November,Q4,2024,1.99,2.47,11.31,458.11,5.07
22/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,149326,2342,45,33598.53,101878.65,Friday,November,Q4,2024,1.57,1.92,14.35,746.63,3.03
23/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,362497,11043,420,65249.49,1469464.3,Saturday,November,Q4,2024,3.05,3.8,5.91,155.36,22.52
24/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,299722,7549,237,53949.98,752287.74,Sunday,November,Q4,2024,2.52,3.14,7.15,227.64,13.94
25/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,212101,4725,131,47722.77,291710.34,Monday,November,Q4,2024,2.23,2.77,10.1,364.3,6.11
26/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,304302,9727,388,68468.08,1456462.7,Tuesday,November,Q4,2024,3.2,3.99,7.04,176.46,21.27
27/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,279537,8208,301,62896.03,462213.92,Wednesday,November,Q4,2024,2.94,3.67,7.66,208.96,7.35
28/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,236471,5874,182,53206.04,191187.48,Thursday,November,Q4,2024,2.48,3.1,9.06,292.34,3.59
29/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,198290,4130,107,44615.37,321417.29,Friday,November,Q4,2024,2.08,2.59,10.8,416.97,7.2
30/11/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,391313,12868,528,70436.37,1048125.98,Saturday,November,Q4,2024,3.29,4.1,5.47,133.4,14.88
01/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,349609,11062,437,62929.79,924943.08,Sunday,December,Q4,2024,3.16,3.95,5.69,144,14.7
02/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,242593,6657,228,54583.52,519961.43,Monday,December,Q4,2024,2.74,3.42,8.2,239.4,9.53
03/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,338912,12994,622,76255.24,789843.1,Tuesday,December,Q4,2024,3.83,4.79,5.87,122.6,10.36
04/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,194532,4281,117,43769.9,491070.03,Wednesday,December,Q4,2024,2.2,2.73,10.22,374.1,11.22
05/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,171988,3346,81,38697.38,181939.39,Thursday,December,Q4,2024,1.95,2.42,11.57,477.75,4.7
06/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,213252,5144,155,47981.89,270233.27,Friday,December,Q4,2024,2.41,3.01,9.33,309.56,5.63
07/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,306557,8505,294,55180.38,276333.18,Saturday,December,Q4,2024,2.77,3.46,6.49,187.69,5.01
08/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,324435,9526,349,58398.32,502271.11,Sunday,December,Q4,2024,2.94,3.66,6.13,167.33,8.6
09/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,235561,6277,209,53001.3,463051.16,Monday,December,Q4,2024,2.66,3.33,8.44,253.59,8.74
10/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,264929,7940,297,59609.16,957520.61,Tuesday,December,Q4,2024,3,3.74,7.51,200.7,16.06
11/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,185550,3894,102,41748.93,293681.4,Wednesday,December,Q4,2024,2.1,2.62,10.72,409.3,7.03
12/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,318969,11510,519,71768.2,562870.54,Thursday,December,Q4,2024,3.61,4.51,6.24,138.28,7.84
13/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,243436,6704,230,54773.13,408637.01,Friday,December,Q4,2024,2.75,3.43,8.17,238.14,7.46
14/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,378511,12966,555,68132.12,656014.56,Saturday,December,Q4,2024,3.43,4.28,5.25,122.76,9.63
15/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,330584,9890,369,59505.24,890861,Sunday,December,Q4,2024,2.99,3.73,6.02,161.26,14.97
16/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,270112,8254,315,60775.24,405197.54,Monday,December,Q4,2024,3.06,3.82,7.36,192.94,6.67
17/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,275706,8599,335,62033.95,456557.3,Tuesday,December,Q4,2024,3.12,3.9,7.21,185.18,7.36
18/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,269664,8226,313,60674.51,722928.25,Wednesday,December,Q4,2024,3.05,3.81,7.38,193.85,11.91
19/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,279317,8826,348,62846.5,636107.45,Thursday,December,Q4,2024,3.16,3.94,7.12,180.59,10.12
20/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,313296,11104,491,70491.7,1399828.93,Friday,December,Q4,2024,3.54,4.42,6.35,143.57,19.86
21/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,321538,9356,340,57876.88,738540.43,Saturday,December,Q4,2024,2.91,3.63,6.19,170.23,12.76
22/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,353248,11293,451,63584.71,1300392.63,Sunday,December,Q4,2024,3.2,3.99,5.63,140.99,20.45
23/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,243060,6683,229,54688.66,671776.07,Monday,December,Q4,2024,2.75,3.43,8.18,238.82,12.28
24/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,318789,11497,518,71727.58,2276231.4,Tuesday,December,Q4,2024,3.61,4.51,6.24,138.47,31.73
25/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,214020,5181,156,48154.7,300878.74,Wednesday,December,Q4,2024,2.42,3.01,9.29,308.68,6.25
26/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,336650,12821,610,75746.29,1555136.09,Thursday,December,Q4,2024,3.81,4.76,5.91,124.17,20.53
27/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,245514,6819,236,55240.84,639116.07,Friday,December,Q4,2024,2.78,3.46,8.1,234.07,11.57
28/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,220848,4414,110,39752.67,301826.65,Saturday,December,Q4,2024,2,2.49,9.01,361.39,7.59
29/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,317304,9112,327,57114.88,885044,Sunday,December,Q4,2024,2.87,3.59,6.27,174.66,15.5
30/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,213790,5170,156,48102.81,342217.3,Monday,December,Q4,2024,2.42,3.02,9.3,308.35,7.11
31/12/2024,CMP_1008,Retargeting - Facebook - East - Q1,Retargeting,Facebook,East,289114,9456,386,65050.87,1041681.21,Tuesday,December,Q4,2024,3.27,4.08,6.88,168.53,16.01
22/08/2023,CMP_1009,Brand Awareness - LinkedIn - North - Q2,Brand Awareness,LinkedIn,North,25141,579,29,9427.92,28828.44,Tuesday,August,Q3,2023,2.3,5.01,16.28,325.1,3.06
23/08/2023,CMP_1009,Brand Awareness - LinkedIn - North - Q2,Brand Awareness,LinkedIn,North,25816,610,31,9681.32,82622.76,Wednesday,August,Q3,2023,2.36,5.08,15.87,312.3,8.53
